Notice Date,Date Received,Eviction Category,Cause,Address,City,Zip,Bedroom,Notice Type,Apn,Council District,Rent Owed
4/6/23,4/7/23,At-Fault,Non-payment of rent,837 Traction Ave,Los Angeles,90013,1,3 Day,5163015005,14,"$2,580.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,7240 Jordan Ave,Los Angeles,91303,1,3 Day,2111020005,3,"$1,994.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,8820 Sepulveda Eastway,Los Angeles,90045,1,3 Day,4123006028,11,"$8,820.00 "
4/4/23,4/7/23,At-Fault,Non-payment of rent,211 S La Fayette Park Pl,Los Angeles,90057,1,3 Day,5155014024,13,"$1,938.97 "
4/4/23,4/7/23,At-Fault,Non-payment of rent,211 S La Fayette Park Pl,Los Angeles,90057,,3 Day,5155014024,13,$702.21 
4/6/23,4/7/23,At-Fault,Non-payment of rent,7224 Crenshaw Blvd,Los Angeles,90043,1,3 Day,4012016011,8,"$7,608.00 "
4/1/23,4/7/23,At-Fault,Non-payment of rent,1750 Wilcox Ave,Los Angeles,90028,,3 Day,5546006400,13,"$1,417.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,4264 1/2  Leimert Blvd,Los Angeles,90008,1,3 Day,5023007021,10,"$3,633.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,430 S Hobart Blvd,Los Angeles,90020,1,3 Day,5503011021,10,"$1,795.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,19145 Sherman Way,Los Angeles,91335,2,3 Day,2104032045,3,"$2,673.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,3312 W 73rd St,Los Angeles,90043,1,3 Day,4012015015,8,"$5,285.46 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,7220 Crenshaw Blvd,Los Angeles,90043,1,3 Day,4012016010,8,"$2,921.47 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,1531 N Fuller Ave,Los Angeles,90046,1,3 Day,5550017014,4,"$1,818.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,410 S Hobart Blvd,Los Angeles,90020,1,3 Day,5503011022,10,"$1,306.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,410 S Hobart Blvd,Los Angeles,90020,,3 Day,5503011022,10,"$1,395.00 "
4/4/23,4/7/23,At-Fault,Non-payment of rent,211 S La Fayette Park Pl,Los Angeles,90057,1,3 Day,5155014024,13,"$1,795.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,7130 Hollywood Blvd,Los Angeles,90046,1,3 Day,5548008027,4,"$1,815.00 "
4/4/23,4/7/23,At-Fault,Non-payment of rent,211 S La Fayette Park Pl,Los Angeles,90057,1,3 Day,5155014024,13,"$1,583.00 "
4/4/23,4/7/23,At-Fault,Non-payment of rent,3313 W 73rd St,Los Angeles,90043,1,3 Day,4012016008,8,"$2,120.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,7048 Geyser Ave,Los Angeles,91335,3,30 Day,2126012007,3,"$18,600.00 "
4/4/23,4/7/23,At-Fault,Non-payment of rent,211 S La Fayette Park Pl,Los Angeles,90057,1,3 Day,5155014024,13,"$1,595.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,341 S Kenmore Ave,Los Angeles,90020,1,3 Day,5502004015,10,"$1,695.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1750 Wilcox Ave,Los Angeles,90028,,3 Day,5546006400,13,"$3,258.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,341 S Kenmore Ave,Los Angeles,90020,1,3 Day,5502004015,10,"$1,762.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,341 S Kenmore Ave,Los Angeles,90020,1,3 Day,5502004015,10,"$1,695.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1750 Wilcox Ave,Los Angeles,90028,,3 Day,5546006400,13,"$1,379.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,341 S Kenmore Ave,Los Angeles,90020,1,3 Day,5502004015,10,"$1,695.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1750 Wilcox Ave,Los Angeles,90028,1,3 Day,5546006400,13,"$1,685.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,816 Bartlett St,Los Angeles,90012,2,3 Day,5407004035,1,"$1,277.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1750 Wilcox Ave,Los Angeles,90028,1,3 Day,5546006400,13,"$3,700.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1750 Wilcox Ave,Los Angeles,90028,,3 Day,5546006400,13,"$1,920.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,816 Bartlett St,Los Angeles,90012,2,3 Day,5407004035,1,"$1,277.00 "
4/4/23,4/7/23,At-Fault,Non-payment of rent,511 S Park View St,Los Angeles,90057,1,30 Day,5154038030,1,"$1,714.05 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1600 Vine St,Los Angeles,90028,,3 Day,5546029941,13,"$1,018.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,7130 Hollywood Blvd,Los Angeles,90046,,3 Day,5548008027,4,"$1,490.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,7130 Hollywood Blvd,Los Angeles,90046,2,3 Day,5548008027,4,"$2,595.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,511 S Park View St,Los Angeles,90057,1,3 Day,5154038030,1,"$1,543.95 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,7130 Hollywood Blvd,Los Angeles,90046,,3 Day,5548008027,4,"$1,420.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,217 E 8th St,Los Angeles,90014,,3 Day,5145003005,14,"$2,910.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1600 Vine St,Los Angeles,90028,,3 Day,5546029941,13,"$2,505.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,511 S Park View St,Los Angeles,90057,1,3 Day,5154038030,1,"$1,550.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,7130 Hollywood Blvd,Los Angeles,90046,,3 Day,5548008027,4,"$1,550.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,625 N Bunker Hill Ave,Los Angeles,90012,2,3 Day,5407004042,1,"$1,546.60 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1600 Vine St,Los Angeles,90028,1,3 Day,5546029941,13,$410.00 
4/5/23,4/7/23,At-Fault,Non-payment of rent,3033 Wilshire Blvd,Los Angeles,90010,1,3 Day,5077008018,10,"$3,011.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,511 S Park View St,Los Angeles,90057,1,3 Day,5154038030,1,"$1,583.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,3033 Wilshire Blvd,Los Angeles,90010,1,3 Day,5077008018,10,"$2,574.06 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,625 N Bunker Hill Ave,Los Angeles,90012,2,3 Day,5407004042,1,"$3,378.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1600 Vine St,Los Angeles,90028,,3 Day,5546029941,13,"$1,144.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,4261 Degnan Blvd,Los Angeles,90008,1,3 Day,5024014014,10,"$3,338.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,511 S Park View St,Los Angeles,90057,2,3 Day,5154038030,1,"$1,926.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,3033 Wilshire Blvd,Los Angeles,90010,,3 Day,5077008018,10,"$3,114.83 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,4221 Leimert Blvd,Los Angeles,90008,1,3 Day,5024021027,10,"$6,635.12 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,3033 Wilshire Blvd,Los Angeles,90010,2,3 Day,5077008018,10,"$4,190.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,3033 Wilshire Blvd,Los Angeles,90010,,3 Day,5077008018,10,"$2,388.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,21535 Roscoe Blvd,Los Angeles,91304,2,3 Day,2779036023,3,"$2,653.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,3435 Stocker St,Los Angeles,90008,,3 Day,5024012002,10,"$1,798.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,3033 Wilshire Blvd,Los Angeles,90010,,3 Day,5077008018,10,"$2,104.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,217 E 8th St,Los Angeles,90014,,3 Day,5145003005,14,"$2,150.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,4219 Leimert Blvd,Los Angeles,90008,,3 Day,5024021026,10,"$17,550.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,3033 Wilshire Blvd,Los Angeles,90010,1,3 Day,5077008018,10,"$1,836.38 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,217 E 8th St,Los Angeles,90014,1,3 Day,5145003005,14,"$1,825.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,4223 Leimert Blvd,Los Angeles,90008,1,3 Day,5024021027,10,"$10,320.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,18925 Sherman Way,Los Angeles,91335,,3 Day,2104034013,3,"$1,450.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,3033 Wilshire Blvd,Los Angeles,90010,1,3 Day,5077008018,10,"$3,555.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,3033 Wilshire Blvd,Los Angeles,90010,1,3 Day,5077008018,10,"$4,858.34 "
3/6/23,4/7/23,At-Fault,Non-payment of rent,1009 4th Ave,Los Angeles,90291,2,3 Day,4239021001,11,"$2,808.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,14955 Saticoy St,Los Angeles,91405,1,3 Day,2209038048,6,"$8,998.83 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,6200 Hollywood Blvd,Los Angeles,90028,,3 Day,5546028002,13,"$2,522.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,18925 Sherman Way,Los Angeles,91335,,3 Day,2104034013,3,"$1,773.11 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,217 E 8th St,Los Angeles,90014,,3 Day,5145003005,14,"$1,920.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,2900 Sunset Pl,Los Angeles,90005,1,30 Day,5077014038,1,"$7,991.18 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,217 E 8th St,Los Angeles,90014,,3 Day,5145003005,14,"$2,160.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,6200 Hollywood Blvd,Los Angeles,90028,,3 Day,5546028002,13,"$5,647.44 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1600 Vine St,Los Angeles,90028,,3 Day,5546029941,13,"$2,380.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,6200 Hollywood Blvd,Los Angeles,90028,2,3 Day,5546028002,13,"$5,207.60 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,21535 Roscoe Blvd,Los Angeles,91304,2,3 Day,2779036023,3,"$3,232.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1600 Vine St,Los Angeles,90028,1,3 Day,5546029941,13,"$2,251.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,21535 Roscoe Blvd,Los Angeles,91304,3,3 Day,2779036023,3,"$3,503.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1600 Vine St,Los Angeles,90028,1,3 Day,5546029941,13,"$2,788.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,6200 Hollywood Blvd,Los Angeles,90028,,3 Day,5546028002,13,"$2,605.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,14955 Saticoy St,Los Angeles,91405,1,3 Day,2209038048,6,"$5,487.52 "
4/4/23,4/7/23,At-Fault,Non-payment of rent,2900 Sunset Pl,Los Angeles,90005,1,3 Day,5077014038,1,"$1,300.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,217 E 8th St,Los Angeles,90014,,3 Day,5145003005,14,"$2,305.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,14955 Saticoy St,Los Angeles,91405,1,3 Day,2209038048,6,"$2,136.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,21535 Roscoe Blvd,Los Angeles,91304,2,3 Day,2779036023,3,"$3,056.00 "
4/1/23,4/7/23,At-Fault,Non-payment of rent,20316 Cohasset St,Los Angeles,91306,1,3 Day,2114008018,3,"$1,453.62 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,6245 Wilshire Blvd,Los Angeles,90048,,3 Day,5510027014,5,"$2,800.00 "
4/4/23,4/7/23,At-Fault,Non-payment of rent,2900 Sunset Pl,Los Angeles,90005,1,3 Day,5077014038,1,"$1,500.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,6200 Hollywood Blvd,Los Angeles,90028,,3 Day,5546028002,13,"$4,284.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,6245 Wilshire Blvd,Los Angeles,90048,2,3 Day,5510027014,5,"$7,787.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,6245 Wilshire Blvd,Los Angeles,90048,,3 Day,5510027014,5,"$7,667.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,6200 Hollywood Blvd,Los Angeles,90028,,3 Day,5546028002,13,"$4,113.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,217 E 8th St,Los Angeles,90014,,3 Day,5145003005,14,"$2,135.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,6245 Wilshire Blvd,Los Angeles,90048,,3 Day,5510027014,5,"$3,442.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,6245 Wilshire Blvd,Los Angeles,90048,,3 Day,5510027014,5,"$1,605.42 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,21535 Roscoe Blvd,Los Angeles,91304,3,3 Day,2779036023,3,"$3,685.22 "
4/4/23,4/7/23,At-Fault,Non-payment of rent,2900 Sunset Pl,Los Angeles,90005,1,3 Day,5077014038,1,"$1,500.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,21535 Roscoe Blvd,Los Angeles,91304,2,3 Day,2779036023,3,"$3,300.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,6245 Wilshire Blvd,Los Angeles,90048,,3 Day,5510027014,5,"$3,383.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1600 Vine St,Los Angeles,90028,,3 Day,5546029941,13,"$2,733.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,217 E 8th St,Los Angeles,90014,,3 Day,5145003005,14,"$2,974.33 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,6245 Wilshire Blvd,Los Angeles,90048,,3 Day,5510027014,5,"$6,573.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,21535 Roscoe Blvd,Los Angeles,91304,2,3 Day,2779036023,3,"$3,598.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,6245 Wilshire Blvd,Los Angeles,90048,1,3 Day,5510027014,5,"$5,596.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1600 Vine St,Los Angeles,90028,,3 Day,5546029941,13,"$2,573.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,217 E 8th St,Los Angeles,90014,,3 Day,5145003005,14,"$2,385.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,21535 Roscoe Blvd,Los Angeles,91304,2,3 Day,2779036023,3,"$3,269.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1735 N La Brea Ave,Los Angeles,90046,3,3 Day,5548001022,4,$997.50 
4/7/23,4/7/23,At-Fault,Non-payment of rent,1439 Tamarind Ave,Los Angeles,90028,3,3 Day,5545014011,13,"$1,850.00 "
4/4/23,4/7/23,At-Fault,Non-payment of rent,2416 Bellevue Ave,Los Angeles,90026,1,3 Day,5402023019,13,"$1,600.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1735 N La Brea Ave,Los Angeles,90046,3,3 Day,5548001022,4,"$1,850.00 "
4/4/23,4/7/23,At-Fault,Non-payment of rent,2416 Bellevue Ave,Los Angeles,90026,1,3 Day,5402023019,13,"$1,500.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,120 S Orlando Ave,Los Angeles,90048,2,3 Day,5511015005,5,"$1,650.00 "
4/4/23,4/7/23,At-Fault,Non-payment of rent,2416 Bellevue Ave,Los Angeles,90026,1,3 Day,5402023019,13,"$1,287.38 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1745 Wilcox Ave,Los Angeles,90028,,3 Day,5547007022,13,"$1,765.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1745 Wilcox Ave,Los Angeles,90028,,3 Day,5547007022,13,"$1,655.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,1329 S Crenshaw Blvd,Los Angeles,90019,2,3 Day,5082023049,10,"$24,800.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1745 Wilcox Ave,Los Angeles,90028,,3 Day,5547007022,13,"$2,130.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1745 Wilcox Ave,Los Angeles,90028,,3 Day,5547007022,13,"$2,225.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1229 1/2 Prado Street,Los Angeles,90023,,3 Day,5191027008,14,"$2,700.00 "
4/3/23,4/7/23,At-Fault,Non-payment of rent,3218 Sunset Blvd,Los Angeles,90026,,3 Day,5426007022,13,"$1,650.00 "
4/4/23,4/7/23,At-Fault,Non-payment of rent,17925 Devonshire St,Los Angeles,91325,1,3 Day,2731010021,12,"$1,450.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,321 S Berendo St,Los Angeles,90020,1,3 Day,5502006018,10,"$1,785.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,4300 Beverly Glen Blvd,Los Angeles,91423,2,3 Day,2266005064,4,"$2,452.83 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,8437 Cedros Ave,Los Angeles,91402,1,3 Day,2653019060,6,"$1,733.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1745 Wilcox Ave,Los Angeles,90028,,3 Day,5547007022,13,"$1,500.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1745 Wilcox Ave,Los Angeles,90028,,3 Day,5547007022,13,"$1,615.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,2414 S West View St,Los Angeles,90016,4,3 Day,5049001051,10,"$4,150.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1745 Wilcox Ave,Los Angeles,90028,,3 Day,5547007022,13,$969.00 
4/4/23,4/7/23,At-Fault,Non-payment of rent,17925 Devonshire St,Los Angeles,91325,2,3 Day,2731010021,12,"$1,551.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,858 E 52nd Pl,Los Angeles,90011,4,3 Day,5103025034,9,"$11,180.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,5550 Hollywood Blvd,Los Angeles,90028,2,3 Day,5544025015,13,"$3,232.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,8525 Tobias Ave,Los Angeles,91402,1,3 Day,2653017051,6,"$7,064.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1745 Wilcox Ave,Los Angeles,90028,1,3 Day,5547007022,13,"$2,080.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,753 E 76th Pl,Los Angeles,90001,2,3 Day,6023018018,9,"$1,739.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1745 Wilcox Ave,Los Angeles,90028,,3 Day,5547007022,13,"$2,165.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,145 W Ave 26,Los Angeles,90031,2,3 Day,5205020030,1,$0.00 
4/7/23,4/7/23,At-Fault,Non-payment of rent,1745 Wilcox Ave,Los Angeles,90028,1,3 Day,5547007022,13,"$2,270.00 "
4/4/23,4/7/23,At-Fault,Non-payment of rent,12254 Burbank Blvd,Los Angeles,91607,1,3 Day,2347008040,2,"$1,650.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1745 Wilcox Ave,Los Angeles,90028,,3 Day,5547007022,13,"$1,000.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1600 Vine St,Los Angeles,90028,,3 Day,5546029941,13,"$1,018.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1745 Wilcox Ave,Los Angeles,90028,,3 Day,5547007022,13,"$2,025.00 "
4/4/23,4/7/23,At-Fault,Non-payment of rent,936 S Olive St,Los Angeles,90015,1,3 Day,5139004027,14,"$2,803.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1600 Vine St,Los Angeles,90028,,3 Day,5546029941,13,"$2,180.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,550 S Palos Verdes St,Los Angeles,90731,3,3 Day,7455026053,15,$0.00 
4/7/23,4/7/23,At-Fault,Non-payment of rent,1600 Vine St,Los Angeles,90028,1,3 Day,5546029941,13,"$2,976.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,3205 Los Feliz Blvd,Los Angeles,90039,1,3 Day,5594019011,13,"$2,061.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,1327 S Crenshaw Blvd,Los Angeles,90019,2,3 Day,5082023049,10,"$11,006.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1745 Wilcox Ave,Los Angeles,90028,,3 Day,5547007022,13,"$2,170.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,1327 S Crenshaw Blvd,Los Angeles,90019,2,3 Day,5082023049,10,"$7,754.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1600 Vine St,Los Angeles,90028,1,3 Day,5546029941,13,"$2,092.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,1329 S Crenshaw Blvd,Los Angeles,90019,2,3 Day,5082023049,10,"$19,790.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1745 Wilcox Ave,Los Angeles,90028,,3 Day,5547007022,13,"$1,614.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,756 S Broadway,Los Angeles,90014,,3 Day,5144015060,14,"$1,895.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,756 S Broadway,Los Angeles,90014,,3 Day,5144015060,14,"$2,200.00 "
4/4/23,4/7/23,At-Fault,Non-payment of rent,936 S Olive St,Los Angeles,90015,2,3 Day,5139004027,14,"$4,580.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1745 Wilcox Ave,Los Angeles,90028,,3 Day,5547007022,13,"$5,580.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,550 S Palos Verdes St,Los Angeles,90731,1,3 Day,7455026053,15,"$3,176.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1200 S Figueroa St,Los Angeles,90015,1,3 Day,5138015027,14,"$18,826.67 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,3205 Los Feliz Blvd.,Los Angeles,90039,1,3 Day,5594019011,13,"$3,462.00 "
4/4/23,4/7/23,At-Fault,Non-payment of rent,5550 Hollywood Blvd,Los Angeles,90028,2,3 Day,5544025015,13,"$8,789.16 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,2712 Abbot Kinney Blvd,Los Angeles,90291,1,3 Day,4237021003,11,"$1,561.00 "
4/4/23,4/7/23,At-Fault,Non-payment of rent,756 S Broadway,Los Angeles,90014,,3 Day,5144015060,14,"$2,050.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,756 S Broadway,Los Angeles,90014,,3 Day,5144015060,14,"$2,100.00 "
4/4/23,4/7/23,At-Fault,Non-payment of rent,756 S Broadway,Los Angeles,90014,,3 Day,5144015060,14,"$1,716.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,550 S Palos Verdes St,Los Angeles,90731,2,3 Day,7455026053,15,$0.00 
4/7/23,4/7/23,At-Fault,Non-payment of rent,1200 S. Figueroa street,Los Angeles,90015,1,3 Day,5138015027,14,"$3,784.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,8751 Langdon Ave,Los Angeles,91343,2,3 Day,2654014037,6,"$2,175.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,550 S Palos Verdes St,Los Angeles,90731,,3 Day,7455026053,15,$0.00 
4/7/23,4/7/23,At-Fault,Non-payment of rent,550 S Palos Verdes St,Los Angeles,90731,2,3 Day,7455026053,15,$0.00 
4/5/23,4/7/23,At-Fault,Non-payment of rent,5550 Hollywood Blvd,Los Angeles,90028,,3 Day,5544025015,13,"$2,598.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,550 S Palos Verdes St,Los Angeles,90731,2,3 Day,7455026053,15,$0.00 
4/7/23,4/7/23,At-Fault,Non-payment of rent,550 S Palos Verdes St,Los Angeles,90731,1,3 Day,7455026053,15,$0.00 
4/5/23,4/7/23,At-Fault,Non-payment of rent,5550 Hollywood Blvd,Los Angeles,90028,2,3 Day,5544025015,13,"$4,504.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,1630 W 3rd St,Los Angeles,90017,1,3 Day,5153007017,1,"$1,475.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,5550 Hollywood Blvd,Los Angeles,90028,,3 Day,5544025015,13,"$1,820.35 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,3205 Los Feliz Blvd,Los Angeles,90039,,3 Day,5594019011,13,"$1,676.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,8751 Langdon Ave,Los Angeles,91343,2,3 Day,2654014037,6,"$27,540.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,15534 Chase St,Los Angeles,91343,2,3 Day,2654028026,6,"$10,264.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,550 S Palos Verdes St,Los Angeles,90731,1,3 Day,7455026053,15,$0.00 
4/6/23,4/7/23,At-Fault,Non-payment of rent,756 S Broadway,Los Angeles,90014,,3 Day,5144015060,14,"$1,950.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,756 S Broadway,Los Angeles,90014,,3 Day,5144015060,14,"$2,266.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1939 Argyle Ave,Los Angeles,90068,1,3 Day,5586005003,4,"$2,810.55 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,550 S Palos Verdes St,Los Angeles,90731,1,3 Day,7455026053,15,$0.00 
4/7/23,4/7/23,At-Fault,Non-payment of rent,11848 Dorothy St,Los Angeles,90049,1,3 Day,4265017044,11,"$2,345.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,3205 Los Feliz Blvd,Los Angeles,90039,,3 Day,5594019011,13,"$2,006.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,8525 Tobias Ave,Los Angeles,91402,1,3 Day,2653017051,6,"$1,845.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1333 N Martel Ave,Los Angeles,90046,2,3 Day,5550020029,13,"$1,623.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,6931 Kittyhawk Ave,Los Angeles,90045,2,3 Day,4103010021,11,"$2,995.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,1939 Argyle Ave,Los Angeles,90068,1,3 Day,5586005003,4,"$3,246.09 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,3205 Los Feliz Blvd,Los Angeles,90039,,3 Day,5594019011,13,"$1,617.19 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,1765 N Sycamore Ave,Los Angeles,90028,1,3 Day,5548002401,13,"$1,950.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,3205 Los Feliz Blvd,Los Angeles,90039,,3 Day,5594019011,13,"$1,965.70 "
