OBJECTID,GEOID,County,City,TotalPop,LowInc_PEC,POC_PEC,VulAge_PEC,PWD_PEC,LEP_PEC,LVTA_PEC,HHCostB_PEC,NoHS_PEC,SinParHH_PEC,OthPriorityPops,YEAR,GlobalID,created_user,created_date,last_edited_user,last_edited_date
175,06037123020,Los Angeles,Los Angeles,2783,0,1,0,1,1,0,0,1,1,4,2023,{6112045C-E632-4568-A336-AD783C0A6507},,,,
176,06059052417,Orange,Irvine,7898,0,1,1,0,1,1,1,0,1,5,2023,{7426C7C9-E056-45E5-9FE2-6A54AC4946D8},,,,
177,06059074106,Orange,Santa Ana,6371,1,1,1,0,0,0,1,1,1,4,2023,{7E4CE3D9-0B9A-42DA-9EFF-B15C0F5511D7},,,,
178,06037101220,Los Angeles,Los Angeles,3583,1,0,0,1,1,0,1,1,0,4,2023,{6CC8438A-0F96-4DA1-BC7D-C0A6BA309ABF},,,,
179,06037106020,Los Angeles,Los Angeles,4790,0,1,1,1,0,0,1,1,0,4,2023,{61704457-A070-43FB-9CB5-AD5013F375CA},,,,
180,06059099251,Orange,Fountain Valley,5619,0,1,1,1,1,1,1,0,0,5,2023,{8F0E5C8B-F4D2-4047-952D-23CB7CDD07AA},,,,
181,06059099903,Orange,Westminster,5610,1,1,1,1,1,0,1,1,1,6,2023,{6059676C-191A-4A22-AB58-56A1210545B5},,,,
182,06059099905,Orange,Westminster,3412,1,1,0,0,1,1,0,1,1,4,2023,{CC60A019-02B0-495F-993B-A09D6E113E8E},,,,
183,06037115202,Los Angeles,Los Angeles,5975,1,1,0,1,0,0,1,0,0,2,2023,{E7CF4625-783A-4D47-9275-CBBAC771F226},,,,
184,06059099904,Orange,Westminster,5737,1,1,1,1,1,0,1,1,1,6,2023,{477AB54A-9694-4E71-8758-6C204E3B9F4B},,,,
185,06037115401,Los Angeles,Los Angeles,6186,1,0,1,1,1,0,1,1,1,6,2023,{5CEA06DF-6AD3-4843-97CD-A9A5F0841F04},,,,
186,06059087001,Orange,Anaheim,5919,1,1,1,0,1,1,1,1,1,6,2023,{9D246D0D-756E-4372-90B5-1291CBCA901A},,,,
187,06059087002,Orange,Anaheim,7210,1,1,1,1,1,1,1,1,1,7,2023,{261A58F1-BEEF-4D86-B886-E470DBBC0B11},,,,
188,06059099402,Orange,Huntington Beach,8152,1,1,1,0,0,1,0,1,1,4,2023,{BE35B503-F80D-41CA-AE30-6C8B294DC9DA},,,,
189,06059001901,Orange,Fullerton,2904,0,1,0,0,1,0,1,1,1,4,2023,{BC3C5F59-47D3-4414-9769-75FB4FA032E3},,,,
190,06111001201,Ventura,Unincorporated,5273,1,1,1,1,0,1,1,0,1,5,2023,{FC7BAC01-F164-42E9-85D9-2F63A42DDF21},,,,
191,06059089107,Orange,Garden Grove,5998,1,1,0,0,0,0,1,1,1,3,2023,{88D093CB-3720-4CF7-AB04-BBFE79DC7949},,,,
192,06059086405,Orange,Anaheim,6778,1,1,1,0,1,1,0,1,1,5,2023,{D11D4150-751A-442A-978A-200EBA90B617},,,,
193,06059074501,Orange,Santa Ana,6450,1,1,1,1,1,0,1,1,1,6,2023,{5B8832BF-35F9-4437-A49E-3C1AE867CB40},,,,
194,06059087106,Orange,Anaheim,4921,1,1,1,1,1,1,1,1,1,7,2023,{A9D68A76-ABBE-4588-8C05-A5BA4FE94504},,,,
195,06059001402,Orange,La Habra,4590,0,1,1,1,0,1,0,1,1,5,2023,{005F071A-B110-4457-8F3F-B76FB767F177},,,,
196,06071004700,San Bernardino,San Bernardino,5840,1,1,1,0,1,1,1,1,1,6,2023,{FE215F72-074B-4139-9511-1E8B2B06C1B7},,,,
197,06071009400,San Bernardino,Barstow,3586,1,1,1,1,1,1,0,1,1,6,2023,{09D5CCD9-02F9-40FA-ABF6-3914EE9F6CA1},,,,
198,06071010022,San Bernardino,Hesperia,4644,1,0,1,1,1,1,1,1,0,6,2023,{1E94E382-3C52-468E-A351-BDE8AC564E6F},,,,
199,06059032014,Orange,Lake Forest,6694,1,1,1,1,0,1,1,1,0,5,2023,{6DFB0221-F867-4C21-BA62-DB0F983341D8},,,,
200,06111001302,Ventura,Unincorporated,2989,1,1,1,1,1,0,0,1,0,4,2023,{5578B83F-F14F-4B69-A042-DFD3274741E5},,,,
201,06059032022,Orange,Mission Viejo,6688,0,1,1,0,0,0,1,1,1,4,2023,{42A32688-0CA1-4880-83C2-D53F0177E864},,,,
202,06059052505,Orange,Irvine,4855,1,1,1,1,1,1,1,0,0,5,2023,{1A0825CE-5ACA-459F-81F7-3D676DE9E0AC},,,,
203,06059087101,Orange,Anaheim,5013,1,1,0,0,1,1,1,1,1,5,2023,{2E8ADA3A-DEFD-4AAE-AEC8-03A3D6A0F7CF},,,,
204,06059087102,Orange,Anaheim,7009,1,1,1,0,1,1,1,1,1,6,2023,{A344D379-8FB0-4110-B2D5-74A625B9168A},,,,
205,06059087103,Orange,Anaheim,8766,1,1,0,1,1,1,1,1,1,6,2023,{19045B61-648E-463D-B532-11033DA0D523},,,,
206,06059087105,Orange,Anaheim,5346,1,1,1,1,1,1,1,1,0,6,2023,{28394E4B-BF82-42CF-B091-E66CB48A31ED},,,,
207,06059001404,Orange,La Habra,3846,1,1,1,1,0,1,0,1,0,4,2023,{5A3A0478-1F37-46A0-AE6F-4A3D3A7EFBAB},,,,
208,06059032028,Orange,Mission Viejo,4492,1,1,1,0,0,0,1,0,1,3,2023,{AC1EB71A-A21E-471E-A923-FF9C63FB511E},,,,
209,06071002204,San Bernardino,Unincorporated,6106,0,1,1,0,1,1,0,1,1,5,2023,{143B2443-206D-4B33-A418-30F02C7461C2},,,,
210,06071008705,San Bernardino,Yucaipa,5050,1,0,1,1,0,0,1,0,1,4,2023,{1B03E95A-C028-4B33-A9CB-1870B7A6CF73},,,,
211,06071004601,San Bernardino,San Bernardino,7977,0,1,1,0,0,1,1,1,1,5,2023,{D82161F4-02B9-451A-BCA2-E8EB42C4FC9F},,,,
212,06071001600,San Bernardino,Ontario,5648,1,1,1,0,1,1,1,1,0,5,2023,{71DFFB13-9E06-44C8-B5DC-C45022EB92D2},,,,
213,06071007407,San Bernardino,San Bernardino,3281,1,1,1,0,0,1,1,1,1,5,2023,{80D6CE83-E619-4FE0-96F9-2C61704A94C5},,,,
214,06059001504,Orange,Brea,4841,0,1,1,0,0,0,1,1,1,4,2023,{5DE2BBB3-AFBC-4A01-8785-6ADF5FEC174D},,,,
215,06071004800,San Bernardino,San Bernardino,3303,1,1,1,0,1,1,1,1,1,6,2023,{2FD9139E-04CC-4F41-8510-05F7F5851383},,,,
216,06059001705,Orange,Fullerton,4608,1,1,1,0,1,1,1,0,1,5,2023,{85E4A5A4-A7C0-41E5-B3AE-E775DDDFAFAC},,,,
217,06071009712,San Bernardino,Apple Valley,5939,1,0,1,1,0,1,1,0,1,5,2023,{72169BDF-1148-41E8-B02F-D67016B16332},,,,
218,06071010700,San Bernardino,Unincorporated,3950,1,0,1,1,0,1,1,1,1,6,2023,{BAA13D43-4E21-4106-96B7-32C8DF23CCAC},,,,
219,06071010410,San Bernardino,Unincorporated,3043,1,0,1,1,0,0,1,0,1,4,2023,{B692F670-76CF-4111-BA1F-B4E2815185EF},,,,
220,06059052532,Orange,Irvine,5873,1,1,1,0,1,1,1,0,1,5,2023,{0C3376F1-E138-4D45-9A88-A945B4601EC1},,,,
221,06059052534,Orange,Irvine,2858,1,0,1,1,0,1,1,0,1,5,2023,{47A92B7A-FE4E-4821-B901-395BDF4415DC},,,,
222,06059075517,Orange,Tustin,6099,1,1,1,0,1,0,1,1,1,5,2023,{DB7C799B-DA5E-4AD9-95FF-D41559D83AA9},,,,
223,06059052439,Orange,Irvine,7401,0,1,1,0,1,1,1,0,1,5,2023,{E0C0E8A2-8680-41C9-AA12-48106790C53C},,,,
224,06059075516,Orange,Irvine,8929,1,1,0,0,0,0,1,1,1,3,2023,{CE92D9AC-087A-42B6-AB20-F4B3F4747113},,,,
225,06059075518,Orange,Tustin,10073,1,1,1,0,1,1,1,0,1,5,2023,{E85FEF18-F05A-4293-BDAF-A32D4D220E5D},,,,
226,06059052435,Orange,Irvine,7750,0,1,1,0,1,1,1,0,1,5,2023,{AFED273D-AD7E-4448-AD1A-ED5D6126C924},,,,
227,06059052438,Orange,Irvine,5993,0,1,1,0,1,1,1,0,1,5,2023,{EFAE8B3F-D6EF-4717-B1CC-523901CEF6DC},,,,
228,06059052535,Orange,Irvine,5716,1,1,1,0,0,0,1,0,1,3,2023,{5AF28396-3433-4E4D-AF52-DB047F4A947D},,,,
229,06059052530,Orange,Irvine,6760,1,1,1,0,1,1,0,0,1,4,2023,{0334A330-2F92-4D0E-A529-AB8B5CEF33E2},,,,
230,06059052433,Orange,Irvine,14319,0,1,1,0,1,1,1,0,1,5,2023,{FCB6C750-5A3D-4600-8099-A6DFBE4F8858},,,,
231,06059001801,Orange,Fullerton,5542,1,1,1,1,1,1,1,1,1,7,2023,{86673C16-34A8-463A-A3FD-8EE04EF62230},,,,
232,06059001802,Orange,Fullerton,7626,1,1,1,1,1,1,1,1,1,7,2023,{4E22B6F1-E435-4E46-AD27-AA734CBFDB5C},,,,
233,06059063909,Orange,Costa Mesa,3653,1,1,0,0,0,0,1,0,1,2,2023,{79F91F5D-ED3F-4658-8DD8-E86EDECA7C33},,,,
234,06059042340,Orange,San Juan Capistrano,2180,1,1,1,1,1,1,1,1,0,6,2023,{5F77A8F8-9436-4D3C-8809-757D74F2858E},,,,
235,06059076001,Orange,Orange,8194,1,1,1,1,0,1,1,0,1,5,2023,{52D3F038-8B2A-400E-B38F-D27A7BD5765D},,,,
236,06059099418,Orange,Huntington Beach,3904,1,0,1,1,1,1,1,1,0,6,2023,{8C15FE5A-E8BE-4F08-BB07-E92DBDDC0F03},,,,
237,06059021831,Orange,Yorba Linda,5825,0,1,1,0,1,1,1,0,1,5,2023,{26BEF02D-FD0E-4124-956E-B11C3824ED7B},,,,
238,06059087302,Orange,Anaheim,7050,1,1,1,0,1,0,1,1,1,5,2023,{4417D49F-EFFC-40FA-8211-B731F6B74EB7},,,,
239,06059087301,Orange,Anaheim,4432,1,1,1,0,1,0,1,1,1,5,2023,{1A2C019C-8E66-4160-8982-905CC24CD0FE},,,,
240,06059076105,Orange,Orange,4086,1,1,1,1,1,0,1,1,1,6,2023,{3B7E66F2-A63C-41ED-B2B1-6A38AA1D29A9},,,,
241,06059001903,Orange,Fullerton,3182,1,1,1,1,1,1,0,1,0,5,2023,{8F28F96C-BB98-456E-8D95-13A4FE3BA172},,,,
242,06059011102,Orange,Fullerton,4103,1,1,0,1,0,0,1,1,0,3,2023,{098C40B8-ED3D-4426-9789-912511753805},,,,
243,06059062611,Orange,Irvine,4818,1,1,0,0,0,1,1,0,1,3,2023,{8463F34D-6221-47EE-BE24-80870AFD10AD},,,,
244,06059062614,Orange,Irvine,17960,1,1,0,0,0,1,1,0,0,2,2023,{D535BF63-6167-4F19-86C7-27B428C4E8ED},,,,
245,06059062622,Orange,Laguna Woods,4390,1,0,1,1,1,0,1,0,0,4,2023,{29CB4992-8452-4081-8432-9473D71606CF},,,,
246,06059011403,Orange,Fullerton,6506,1,1,1,0,0,1,1,1,0,4,2023,{7C00E0A5-780A-463C-B62B-FAA0E78CD959},,,,
247,06059011502,Orange,Fullerton,5142,1,1,0,0,0,1,1,0,0,2,2023,{DB242429-0BE9-47C2-9861-12B59FA54FA6},,,,
248,06059062625,Orange,Laguna Hills,4392,1,0,1,1,1,0,1,0,0,4,2023,{5B92F0D2-F70B-488E-85C3-085F79B1D54E},,,,
249,06059062627,Orange,Irvine,3974,1,1,1,1,0,1,1,0,0,4,2023,{DA0D5EC2-BED1-4A74-B123-54B10925119B},,,,
250,06037104821,Los Angeles,Los Angeles,3514,1,1,1,1,1,0,1,1,1,6,2023,{CC7E9294-57F9-41CB-8B5D-C6FA4BD09188},,,,
251,06037106408,Los Angeles,Los Angeles,3749,1,1,1,1,1,1,1,1,1,7,2023,{B4036EA3-05D8-42A0-A85C-7324FC38B189},,,,
252,06037571703,Los Angeles,Long Beach,3388,1,1,1,1,0,0,1,1,1,5,2023,{801D487E-2AC7-4BA4-90A8-4D063D797C42},,,,
253,06059089001,Orange,Santa Ana,6083,1,1,0,0,1,0,1,1,1,4,2023,{EE508C56-7621-4065-A7C9-29767AA09972},,,,
254,06037134520,Los Angeles,Los Angeles,5439,1,1,1,0,1,0,1,1,1,5,2023,{A2938D75-FA35-47C9-9607-A803DD58279E},,,,
255,06065043522,Riverside,San Jacinto,2904,1,1,1,1,0,1,1,0,1,5,2023,{F06EED71-22A2-4A0D-80B2-921FAF7F2EF5},,,,
256,06059099241,Orange,Westminster,3870,1,1,0,1,1,0,1,0,0,3,2023,{70B9808A-3B07-4F73-B604-9B0D540C25A2},,,,
257,06059110201,Orange,Buena Park,8506,1,1,1,1,1,1,1,1,1,7,2023,{81E509E4-7EAF-420A-A5CC-33E6B4D34463},,,,
258,06059110117,Orange,Cypress,6942,1,1,1,0,1,1,0,0,1,4,2023,{A11FB65F-92BB-41D5-9697-12C19A17BD58},,,,
259,06059074601,Orange,Santa Ana,7621,1,1,1,1,1,0,0,1,0,4,2023,{47C80609-E8A1-456C-A1DE-513C0F9C093C},,,,
260,06059075100,Orange,Santa Ana,9544,1,1,0,0,1,0,1,1,0,3,2023,{7049C5B6-51C1-4D94-BAF9-1BB9F0A78F9A},,,,
261,06059075201,Orange,Santa Ana,5541,1,1,1,0,1,0,1,1,0,4,2023,{157DCE90-5566-4E00-AD04-5969C79D700A},,,,
262,06059075202,Orange,Santa Ana,5552,1,1,0,0,0,0,1,1,0,2,2023,{9BF667F8-64B1-4F0F-B04F-3D5000F0B3D0},,,,
263,06065045127,Riverside,Palm Desert,2074,1,0,1,1,0,0,1,0,1,4,2023,{7BA8255F-5ABA-4AB7-B556-F9D5BAC2B919},,,,
264,06065043521,Riverside,Hemet,3489,1,1,1,1,0,1,1,1,1,6,2023,{C1CEADEE-C591-4607-AA25-AB79022E6F4F},,,,
265,06065031504,Riverside,Riverside,4598,1,1,1,1,0,1,1,1,0,5,2023,{DFEC6940-C42C-4D59-9901-9DB8E516F15E},,,,
266,06065046502,Riverside,Riverside,3733,1,1,0,0,0,1,1,0,0,2,2023,{024DE2DC-62D4-4BE1-8A22-9BE25E1F8F1D},,,,
267,06065043523,Riverside,San Jacinto,3403,1,0,1,1,0,1,1,1,0,5,2023,{E13BA1C2-FDF8-4872-8EB3-935027F8B9BB},,,,
268,06065042629,Riverside,Perris,6671,1,1,1,0,0,1,1,1,1,5,2023,{24AA2AD3-B2E6-4FA2-ACCB-A60CCC4FBA6C},,,,
269,06065049001,Riverside,Moreno Valley,7143,0,1,1,1,0,1,1,1,1,6,2023,{F6E4FF40-2B9D-4898-AD7D-BCE5BDF87C8E},,,,
270,06065042523,Riverside,Moreno Valley,5187,1,1,1,0,0,1,1,1,1,5,2023,{6BE8A232-7D0F-42EF-98E6-E2E5805505B2},,,,
271,06065040304,Riverside,Jurupa Valley,4244,1,1,1,1,1,1,1,1,1,7,2023,{A26B62CA-213E-48CD-99EE-2B5C89A4B3AF},,,,
272,06065040305,Riverside,Jurupa Valley,3586,1,1,1,0,0,1,1,1,1,5,2023,{F7107EF2-4C88-466A-B781-AACDDB19850E},,,,
273,06065042625,Riverside,Perris,5567,1,1,1,0,0,1,1,1,0,4,2023,{611ED91E-8DAE-45B5-A753-0619CC6C94CB},,,,
274,06065051301,Riverside,San Jacinto,5194,1,0,1,1,1,1,1,1,1,7,2023,{20D39A5E-F03A-4592-A15B-B21A7DB3D3DD},,,,
275,06037134901,Los Angeles,Los Angeles,2610,1,0,1,1,1,0,1,0,1,5,2023,{E237AE37-992D-4C3F-BCDC-1C640EB927DB},,,,
276,06065045618,Riverside,Unincorporated,1103,1,1,1,0,1,0,1,1,0,4,2023,{7F9EEDFF-6531-4A1D-BB6D-ABAD0B345168},,,,
277,06059075301,Orange,Santa Ana,5162,1,1,1,0,0,1,1,1,0,4,2023,{C4DC80AA-4F7F-4FE5-AEE6-5D42CBC6068E},,,,
278,06059075302,Orange,Santa Ana,4688,1,1,1,0,1,0,1,1,1,5,2023,{A5B1912D-1071-44C6-9C5A-5130436F710F},,,,
279,06059087200,Orange,Anaheim,7808,1,1,0,1,1,0,1,1,1,5,2023,{DBA40D14-3645-4D95-B095-D3BFF2D52DF2},,,,
280,06059087405,Orange,Anaheim,4775,1,1,1,0,1,0,1,1,1,5,2023,{4B8D6D59-2966-4DDB-9E8F-EF3A3D5335B2},,,,
281,06065044524,Riverside,Unincorporated,2204,1,1,0,1,1,0,1,1,0,4,2023,{5C64C733-8A0C-4072-9DA3-46C48D004AF0},,,,
282,06065042632,Riverside,Perris,3751,1,1,1,0,0,1,1,1,0,4,2023,{CE1DC1C5-F350-4B00-94F8-E821B2F580BF},,,,
283,06065045611,Riverside,Unincorporated,2350,1,1,0,0,1,0,1,1,0,3,2023,{B28A322C-B934-405C-9515-B65D4AF35E7F},,,,
284,06111002400,Ventura,San Buenaventura,2591,1,0,1,1,0,0,1,0,1,4,2023,{00946881-3DF5-4C67-A470-C4E3D84BC179},,,,
285,06065042631,Riverside,Perris,5369,1,1,1,0,1,1,1,1,1,6,2023,{6D3F2C17-51CF-4738-89A4-C111BB1F1115},,,,
286,06065044933,Riverside,Cathedral City,3480,1,1,1,0,1,1,1,1,1,6,2023,{36DFEB62-5161-4C40-B605-F065E1E72A8C},,,,
287,06065044934,Riverside,Cathedral City,2702,1,1,1,0,1,1,1,1,0,5,2023,{0A832186-EBDA-4AAD-9FE4-C955ADFE0F29},,,,
288,06065045126,Riverside,Palm Desert,3758,1,1,0,0,0,1,1,0,0,2,2023,{87938170-061B-4C93-9A27-39144F6898F2},,,,
289,06111002200,Ventura,San Buenaventura,6659,1,1,1,0,1,1,0,1,1,5,2023,{B8C49CC3-12AB-455F-BCE0-B41E3FABE662},,,,
290,06065042630,Riverside,Perris,7467,1,1,1,1,0,1,1,1,1,6,2023,{06DEAE7C-7BE4-4290-B429-9B2666AACEF4},,,,
291,06065043518,Riverside,Hemet,5667,1,1,1,0,0,1,1,0,1,4,2023,{4F20D426-AB28-46BE-98B2-C8D2D07C7DD9},,,,
292,06065042907,Riverside,Unincorporated,3908,1,1,1,0,1,0,1,1,1,5,2023,{0A9046BF-C0AF-4A53-993D-CF8E9EB5A7DD},,,,
293,06065045129,Riverside,La Quinta,5196,1,0,1,0,1,0,1,0,1,4,2023,{999CFCBC-3C40-4481-B405-C74DAD991506},,,,
294,06037910602,Los Angeles,Palmdale,4868,1,1,1,0,0,1,1,1,0,4,2023,{5A383125-693D-4BAE-8898-C9E13D05A82B},,,,
295,06037910404,Los Angeles,Palmdale,4959,1,1,1,1,0,1,1,1,1,6,2023,{277CE6F4-2810-4185-B5E0-64856FE7DDB4},,,,
296,06065042751,Riverside,Menifee,6258,1,1,1,1,0,0,1,0,1,4,2023,{92209B73-D5DD-4A15-BD34-3EAF6343A75F},,,,
297,06065049502,Riverside,Indio,3173,1,1,0,0,1,0,1,1,0,3,2023,{E4B10CF4-1846-4A8A-A184-B4B7378033D6},,,,
298,06065049501,Riverside,Indio,3894,1,1,0,0,1,0,1,1,1,4,2023,{7D038246-85D3-45BF-8F9B-2A1AB3D71A44},,,,
299,06065046501,Riverside,Riverside,6723,1,1,0,0,0,1,1,0,0,2,2023,{709A9BAB-DDB6-419E-8DB2-5933A9E4A4EB},,,,
300,06065041601,Riverside,Corona,2547,1,1,1,0,1,1,1,1,1,6,2023,{DDB3EA49-5A1D-4ABE-A2E5-A3B750DBFC00},,,,
301,06065045612,Riverside,Unincorporated,3410,1,1,0,0,1,0,1,1,0,3,2023,{76A6D3E6-804B-44E4-8D27-7B770C641BD9},,,,
302,06065045708,Riverside,Coachella,3628,1,1,0,0,1,0,1,1,1,4,2023,{E2F23D1F-B8EF-4167-B9DC-4E5A5CD74AF6},,,,
303,06065045619,Riverside,Unincorporated,2918,1,1,0,0,1,0,1,1,0,3,2023,{23D9D455-DD46-4FB6-BE40-E62EAF6DC03F},,,,
304,06065045616,Riverside,Unincorporated,1303,1,1,0,0,1,1,0,1,1,4,2023,{1097F2A7-B57E-4AF4-B1D3-863A5CD28B56},,,,
305,06065045610,Riverside,Unincorporated,1986,1,1,1,1,1,0,1,1,0,5,2023,{404F093A-8114-4BCD-B317-35A2072BAC45},,,,
306,06065045615,Riverside,Unincorporated,2270,1,1,1,1,1,0,1,1,0,5,2023,{88880419-87AF-4815-9632-1DEB849F2E68},,,,
307,06065045305,Riverside,Indio,5477,0,1,1,0,1,0,1,0,1,4,2023,{7B9B06D0-4B98-47E2-9E33-4E23D17358C4},,,,
308,06065045709,Riverside,Coachella,4535,1,1,0,0,1,0,1,1,0,3,2023,{6B93F83B-7F42-43F5-BB13-80BD04D6EEEA},,,,
309,06059074701,Orange,Santa Ana,6657,1,1,1,0,1,0,0,1,1,4,2023,{C78129A1-920A-4205-9226-53CDBABC5832},,,,
310,06059074702,Orange,Santa Ana,6074,1,1,1,0,1,0,1,1,1,5,2023,{87086165-EA04-412D-B727-EE92BAEA5B24},,,,
311,06065042906,Riverside,Unincorporated,5669,1,1,1,1,1,1,1,1,1,7,2023,{65BC1F59-9DC1-4F9D-BB0C-CE283CA881F9},,,,
312,06065042905,Riverside,Unincorporated,5630,1,1,1,0,0,1,1,1,0,4,2023,{27A6DC78-9596-4BAE-96A5-489553B69CFD},,,,
313,06065042908,Riverside,Perris,4119,1,1,1,0,1,1,1,1,1,6,2023,{F6068DD6-6E7C-46C0-AAFD-ACEE7839CE9C},,,,
314,06059075403,Orange,Santa Ana,8015,1,1,0,0,1,0,1,1,1,4,2023,{0B4FB6ED-2A96-463D-9FF9-1584F2006306},,,,
315,06059074602,Orange,Santa Ana,8047,1,1,1,0,1,0,1,1,1,5,2023,{7D5E2922-7FED-4758-A2ED-BE48F254E262},,,,
316,06059074802,Orange,Santa Ana,6086,1,1,1,0,1,0,1,1,1,5,2023,{58C66344-364E-4F3F-8585-C6D6D9E0DC77},,,,
317,06059075401,Orange,Santa Ana,4592,0,1,1,1,0,0,1,1,0,4,2023,{4F1FECBD-E9AB-4A38-B722-0EADDC390335},,,,
318,06059075404,Orange,Santa Ana,7509,1,1,1,1,0,0,0,1,0,3,2023,{DED8F167-640C-4AE8-B869-14CD76AA88B1},,,,
319,06065046403,Riverside,Wildomar,8012,1,1,1,0,1,1,1,1,1,6,2023,{4B874160-BDAD-476E-8DCF-315BFB98FF94},,,,
320,06037910707,Los Angeles,Palmdale,5157,1,1,1,1,0,1,1,1,1,6,2023,{426EBC19-5169-4636-9D0C-3F9B19E2EF71},,,,
321,06059087503,Orange,Anaheim,6011,1,1,1,0,1,0,1,1,1,5,2023,{D09CF115-CCEF-4268-BDDC-6F442AF3FDB7},,,,
322,06065043005,Riverside,Lake Elsinore,5936,1,1,0,0,0,1,1,1,1,4,2023,{4EC3D5F3-7A36-421B-B6ED-DE75C00B97FE},,,,
323,06059087504,Orange,Anaheim,7534,1,1,1,0,1,1,1,1,1,6,2023,{108F631B-81CB-4718-B42B-FFBFE9D49BE0},,,,
324,06059087601,Orange,Anaheim,4910,1,1,1,1,1,1,1,1,0,6,2023,{6E5261DD-3770-4985-B4B0-7CC2DC749058},,,,
325,06059087602,Orange,Anaheim,8780,1,1,1,0,1,1,1,1,1,6,2023,{EE15E264-1938-457E-9C9C-D10E4893CF45},,,,
326,06059087701,Orange,Anaheim,5830,1,1,1,1,0,1,1,1,1,6,2023,{B9EF286C-8941-43E6-91DD-34FD02281523},,,,
327,06059087703,Orange,Unincorporated,6440,1,1,1,0,1,0,1,1,1,5,2023,{EE83E75C-F6D0-43F8-9AD4-AA4FE5B6331B},,,,
328,06059089003,Orange,Garden Grove,4446,1,1,1,1,1,0,1,1,1,6,2023,{0691BDE1-6622-4CA8-82F2-C8BE5CC1D680},,,,
329,06059089004,Orange,Santa Ana,6517,1,1,0,1,1,0,1,1,1,5,2023,{0EE5F79E-44C7-4FB2-9F1C-C36DA9A856DE},,,,
330,06059089102,Orange,Garden Grove,6475,1,1,1,0,1,0,1,1,0,4,2023,{51EDC824-C6C0-491D-ADBB-8BBFAB2A2EED},,,,
331,06059089104,Orange,Santa Ana,5506,1,1,1,1,1,0,1,1,1,6,2023,{4750C4BC-C695-41B1-8EA9-5D9597026BAC},,,,
332,06059089105,Orange,Santa Ana,6309,1,1,1,0,1,0,1,1,1,5,2023,{594B0A58-6FF7-4D6A-8205-F2197423DD3E},,,,
333,06065041703,Riverside,Corona,6371,1,1,1,0,1,1,1,1,1,6,2023,{B3EBC72F-2B14-4D44-B666-D9CEE1F69C67},,,,
334,06065041500,Riverside,Corona,3330,1,1,1,0,0,1,1,1,1,5,2023,{B8390467-72E3-4465-A80A-DA1189786819},,,,
335,06065043701,Riverside,Unincorporated,4376,1,0,1,1,0,0,1,1,0,4,2023,{850610F1-6168-4254-8B6E-C6CC099AA6F9},,,,
336,06065043509,Riverside,San Jacinto,5572,1,1,1,1,0,1,1,1,1,6,2023,{DC9F47FF-78FE-4112-A740-1A97F40A0C96},,,,
337,06065042521,Riverside,Moreno Valley,5413,1,1,1,0,0,1,1,1,1,5,2023,{9A1C3FA6-B652-41EA-962B-167163C1F968},,,,
338,06059099509,Orange,Seal Beach,3283,1,0,1,1,1,0,1,0,0,4,2023,{C53DBC65-0B8F-407E-AFFF-B27DE07235DA},,,,
339,06065045900,Riverside,Unincorporated,1791,1,1,1,1,1,1,0,1,1,6,2023,{626E19FD-6097-48BB-B945-47E1BE24AA2B},,,,
340,06065044507,Riverside,Unincorporated,7498,1,1,1,0,1,1,1,1,1,6,2023,{BC3474E9-20AB-4317-8917-29F5485BDFD5},,,,
341,06037533402,Los Angeles,Maywood,3625,1,1,1,0,1,0,1,1,1,5,2023,{58CBACDB-D7F6-4EC7-A283-68173D726355},,,,
342,06037533501,Los Angeles,Huntington Park,2851,1,1,0,0,1,0,0,1,1,3,2023,{3B5FB189-C990-427D-8085-A32726A76FB6},,,,
343,06059110014,Orange,Los Alamitos,4900,1,1,1,0,0,1,0,0,1,3,2023,{D1D346FE-29FD-4382-8754-032F9D065591},,,,
344,06071005400,San Bernardino,San Bernardino,6932,1,1,1,0,1,1,1,1,1,6,2023,{421080BA-F843-4A1F-86E5-AB3483DBA213},,,,
345,06071006301,San Bernardino,San Bernardino,5005,1,1,0,1,1,1,1,1,1,6,2023,{4C071AE8-5E5D-4E89-9EEE-6D96D383711D},,,,
346,06059011504,Orange,Fullerton,4981,1,1,0,0,0,0,1,0,0,1,2023,{6226B74B-80FD-4CF8-9F9C-5D0440F4A278},,,,
347,06059011601,Orange,Fullerton,7663,1,1,1,1,1,0,1,1,1,6,2023,{8F6CF016-A7C7-43C5-AC08-C5A35B0BA314},,,,
348,06059011602,Orange,Fullerton,6056,1,1,1,1,1,0,1,1,1,6,2023,{6434E659-4FF2-4E2F-940E-754F962725AC},,,,
349,06059032054,Orange,Rancho Santa Margarita,5283,1,0,1,1,0,1,1,0,1,5,2023,{5CECEBBC-AAC5-46A2-A23E-FF76290C7F49},,,,
350,06071005200,San Bernardino,San Bernardino,4661,1,1,1,0,0,1,1,1,1,5,2023,{9045F6A7-588A-440F-BCC3-DFBE2FBC543E},,,,
351,06059062646,Orange,Laguna Woods,3372,1,0,1,1,1,0,1,0,0,4,2023,{B1EDAF97-2C3F-48F2-918E-8A1F0C892570},,,,
352,06071005300,San Bernardino,San Bernardino,5488,1,1,1,1,0,1,1,1,1,6,2023,{6BE8F6DB-8D8C-4639-9161-4552D41C1305},,,,
353,06059042107,Orange,San Clemente,3372,1,0,1,0,0,1,1,1,1,5,2023,{EEF36C8D-3BE0-4238-8AD4-23FD62424969},,,,
