X,Y,OBJECTID,LOCAL_GOVERNMENT,CSCPORTAL,NAME,SWIS,COUNTY,MUNI_TYPE,STATUS_AS,DATE_ADOPT
-76.4219505839999,42.712089915,317,Village of Moravia,https://climatesmart.ny.gov/,Moravia,054201,Cayuga,Village,Registered,5/22/2017
-73.728073561,41.2018673960001,318,Village of Mount Kisco,https://climatesmart.ny.gov/,Mount Kisco,555601,Westchester,Village,Bronze Certified,2/8/2010
-73.782826582,41.137843004,319,Village of Pleasantville,https://climatesmart.ny.gov/,Pleasantville,553403,Westchester,Village,Bronze Certified,5/21/2018
-73.858970872,41.094635028,320,Village of Sleepy Hollow,https://climatesmart.ny.gov/,Sleepy Hollow,553401,Westchester,Village,Bronze Certified,9/23/2014
-77.402123171,42.61748657,321,Village of Naples,https://climatesmart.ny.gov/,Naples,323801,Ontario,Village,Registered,12/13/2018
-73.508674443,42.531798973,322,Village of East Nassau,https://climatesmart.ny.gov/,East Nassau,383003,Rensselaer,Village,Registered,2/14/2018
-73.643948618,40.8440704970001,323,Village of Sea Cliff,https://climatesmart.ny.gov/,Sea Cliff,282423,Nassau,Village,Registered,10/7/2019
-73.8073813789999,40.911784003,324,Village of Pelham,https://climatesmart.ny.gov/,Pelham,554403,Westchester,Village,Bronze Certified,2/12/2019
-77.0625171469999,43.2358933250001,325,Village of Sodus,https://climatesmart.ny.gov/,Sodus,544201,Wayne,Village,Registered,9/9/2014
-73.707371412,40.621275058,326,Village of Woodsburgh,https://climatesmart.ny.gov/,Woodsburgh,282037,Nassau,Village,Registered,4/27/2009
-74.079411104,41.744552625,327,Village of New Paltz,https://climatesmart.ny.gov/,New Paltz,513801,Ulster,Village,Bronze Certified,7/14/2009
-77.69565032,42.560808342,328,Village of Dansville,https://climatesmart.ny.gov/,Dansville,243801,Livingston,Village,Registered,7/20/2021
-73.9465944689999,41.4291933440001,329,Village of Nelsonville,https://climatesmart.ny.gov/,Nelsonville,372603,Putnam,Village,Registered,11/19/2018
-72.3636913129999,41.1027460540001,330,Village of Greenport,https://climatesmart.ny.gov/,Greenport,473801,Suffolk,Village,Registered,10/25/2010
-73.5114792689999,41.9534365800001,331,Village of Millerton,https://climatesmart.ny.gov/,Millerton,133801,Dutchess,Village,Registered,5/7/2018
-73.9852486469999,44.2837045810001,332,Village of Lake Placid,https://climatesmart.ny.gov/,Lake Placid,154001,Essex,Village,Bronze Certified,5/21/2018
-73.673954443,40.8097353040001,333,Village of Flower Hill,https://climatesmart.ny.gov/,Flower Hill,282207,Nassau,Village,Registered,12/6/2020
-73.739114733,40.7859175500001,334,Village of Great Neck Estates,https://climatesmart.ny.gov/,Great Neck Estates,282211,Nassau,Village,Registered,7/12/2021
-73.7250031469999,40.78850643,335,Village of Great Neck Plaza,https://climatesmart.ny.gov/,Great Neck Plaza,282213,Nassau,Village,Registered,10/3/2012
-74.113464735,41.131668173,336,Village of Montebello,https://climatesmart.ny.gov/,Montebello,392617,Rockland,Village,Registered,2/17/2010
-74.048518251,41.148851329,337,Village of New Hempstead,https://climatesmart.ny.gov/,New Hempstead,392613,Rockland,Village,Registered,7/23/2019
-76.977297014,42.5235362130001,338,Village of Dundee,https://climatesmart.ny.gov/,Dundee,573401,Yates,Village,Registered,5/11/2021
-76.578607136,42.2123407870001,339,Town of Van Etten,https://climatesmart.ny.gov/,Van Etten,073800,Chemung,Town,Registered,2/3/2014
-74.099850585,41.3287200460001,340,Town of Woodbury,https://climatesmart.ny.gov/,Woodbury,335809,Orange,Town,Registered,2/4/2010
-75.040303348,44.6761184530001,341,Town of Potsdam,https://climatesmart.ny.gov/,Potsdam,407400,St Lawrence,Town,Bronze Certified,10/16/2017
-74.983327732,44.6697279470001,342,Village of Potsdam,https://climatesmart.ny.gov/,Potsdam,407403,St Lawrence,Village,Bronze Certified,7/11/2017
-75.4697700469999,44.7013625650001,343,City of Ogdensburg,https://climatesmart.ny.gov/,Ogdensburg,401200,St Lawrence,City,Registered,2/8/2010
-74.997011634,44.748116495,344,Village of Norwood,https://climatesmart.ny.gov/,Norwood,406201,St Lawrence,Village,Registered,1/19/2010
-73.742763117,40.947180583,345,Village of Mamaroneck,https://climatesmart.ny.gov/,Mamaroneck,553203,Westchester,Village,Registered,4/16/2009
-73.719265244,41.0233926610001,346,Village of Harrison,https://climatesmart.ny.gov/,Harrison,552801,Westchester,Village,Registered,3/22/2018
-76.982695591,42.8644943200001,347,City of Geneva,https://climatesmart.ny.gov/,Geneva,320500,"Ontario, Seneca",City,Bronze Certified,3/5/2014
-75.167055138,44.600864164,348,Village of Canton,https://climatesmart.ny.gov/,Canton,402201,St Lawrence,Village,Registered,11/21/2016
-78.8356109869999,42.7183688330001,349,Village of Hamburg,https://climatesmart.ny.gov/,Hamburg,144803,Erie,Village,Bronze Certified,8/18/2022
-78.636470489,42.7260649080001,350,Town of Aurora,https://climatesmart.ny.gov/,Aurora,142400,Erie,Town,Bronze Certified,10/19/2022
-77.516611255,43.090089805,351,Village of Pittsford,https://climatesmart.ny.gov/,Pittsford,264601,Monroe,Village,Registered,11/10/2022
-73.841550102,41.1408634370001,352,Village of Briarcliff Manor,https://climatesmart.ny.gov/,Briarcliff Manor,554201,Westchester,Village,Registered,10/25/2022
-77.7128939,43.1513776370001,353,Town of Gates,https://climatesmart.ny.gov/,Gates,262600,Monroe,Town,Registered,1/5/2023
-78.002179653,42.7220246100001,354,Village of Perry,https://climatesmart.ny.gov/,Perry,564201,Wyoming,Village,Registered,1/6/2023
-77.3086907589999,42.989526202,355,Town of Farmington,https://climatesmart.ny.gov/,Farmington,322800,Ontario,Town,Registered,1/8/2023
-73.990592745,41.634081995,356,Town of Marlborough,https://climatesmart.ny.gov/,Marlborough,513600,Ulster,Town,Registered,1/12/2023
-73.7104135069999,42.0511535960001,357,Town of Gallatin,https://climatesmart.ny.gov/,Gallatin,103400,Columbia,Town,Registered,10/18/2022
-73.788417895,42.7439702240001,358,Town of Colonie,https://climatesmart.ny.gov/,Colonie,012600,Albany,Town,Bronze Certified,2/8/2018
-73.580864854,42.425507124,359,Town of Chatham,https://climatesmart.ny.gov/,Chatham,102600,Columbia,Town,Bronze Certified,7/16/2015
-73.4591330169999,42.395164971,360,Town of Canaan,https://climatesmart.ny.gov/,Canaan,102400,Columbia,Town,Bronze Certified,11/9/2020
-76.008464363,43.029160781,361,Village of Fayetteville,https://climatesmart.ny.gov/,Fayetteville,313801,Onondaga,Village,Bronze Certified,9/29/2009
-73.6515084649999,42.3113925640001,362,Town of Ghent,https://climatesmart.ny.gov/,Ghent,103800,Columbia,Town,Bronze Certified, 5/19/2016
-73.5323052369999,42.2244339000001,363,Town of Hillsdale,https://climatesmart.ny.gov/,Hillsdale,104200,Columbia,Town,Bronze Certified,5/10/2016
-74.115745111,41.9626595830001,364,Town of Hurley,https://climatesmart.ny.gov/,Hurley,512800,Ulster,Town,Bronze Certified,4/23/2018
-73.7040805789999,42.3945382100001,365,Village of Kinderhook,https://climatesmart.ny.gov/,Kinderhook,104401,Columbia,Village,Bronze Certified,5/11/2016
-76.6132321269999,42.337675339,366,Town of Newfield,https://climatesmart.ny.gov/,Newfield,503400,Tompkins,Town,Bronze Certified,6/11/2020
-73.673061087,42.1334252620001,367,Town of Taghkanic,https://climatesmart.ny.gov/,Taghkanic,105400,Columbia,Town,Bronze Certified,11/9/2020
-76.1101984429999,42.798191649,368,Village of Tully,https://climatesmart.ny.gov/,Tully,315401,Onondaga,Village,Bronze Certified,10/2/2019
-73.685268967,41.6905535540001,369,Town of Union Vale,https://climatesmart.ny.gov/,Union Vale,135400,Dutchess,Town,Bronze Certified,5/17/2018
-74.3647815269999,41.259437572,370,Village of Warwick,https://climatesmart.ny.gov/,Warwick,335405,Orange,Village,Bronze Certified,7/2/2019
-78.878707155,42.652708993,371,Town of Eden,https://climatesmart.ny.gov/,Eden,144000,Erie,Town,Registered,1/11/2023
-78.755511454,42.6529145060001,372,Town of Boston,https://climatesmart.ny.gov/,Boston,142600,Erie,Town,Registered,3/8/2023
-73.829103905,40.9136395730001,373,City of Mount Vernon,https://climatesmart.ny.gov/,Mount Vernon,550800,Westchester,City,Registered,3/9/2023
-77.641273156,43.0555964490001,374,Town of Henrietta,https://climatesmart.ny.gov/,Henrietta,263200,Monroe,Town,Bronze Certified,11/10/2021
-77.0625171469999,43.2358933250001,375,Village of Sodus,https://climatesmart.ny.gov/,Sodus,544201,Wayne,Village,Bronze Certified,9/9/2014
-73.754695923,41.022115065,376,City of White Plains,https://climatesmart.ny.gov/,White Plains,551700,Westchester,City,Bronze Certified,9/2/2014
-78.337588868,42.036613587,377,Village of Portville,https://climatesmart.ny.gov/,Portville,047401,Cattaraugus,Village,Registered,4/16/2023
-78.491414193,42.09164308,378,Village of Allegany,https://climatesmart.ny.gov/,Allegany,042001,Cattaraugus,Village,Registered,05/01/2023
-79.3319628839999,42.4406221200001,379,Village of Fredonia,https://climatesmart.ny.gov/,Fredonia,065801,Chautauqua,Village,Registered,04/11/2023
-77.092479419,42.1634645660001,380,Village of Painted Post,https://climatesmart.ny.gov/,Painted Post,464201,Steuben,Village,Registered,06/13/2023
-73.996080131,41.728799845,381,Town of Lloyd,https://climatesmart.ny.gov/,Lloyd,513200,Ulster,Town,Registered,06/29/2023
-77.5544107979999,42.7159929160001,382,Town of Canadice,https://climatesmart.ny.gov/,Canadice,322200,Ontario,Town,Registered,7/11/2023
-73.628440885,40.870867377,383,City of Glen Cove,https://climatesmart.ny.gov/,Glen Cove,280500,Nassau,City,Registered,7/25/2023
-73.806276767,40.8933671520001,384,Village of Pelham Manor,https://climatesmart.ny.gov/,Pelham Manor,554405,Westchester,Village,Registered,7/14/2023
-73.935211457,42.651501995,385,Village of Voorheesville,https://climatesmart.ny.gov/,Voorheesville,013401,Albany,Village,Registered,6/27/2023
-77.8978592679999,42.3043501970001,386,Town of West Almond,https://climatesmart.ny.gov/,West Almond,027200,Allegany,Town,Registered,7/2/2023
-77.4868680869999,43.1122893360001,387,Village of East Rochester,https://climatesmart.ny.gov/,East Rochester,265801,Monroe,Village,Registered,09/13/2023
-73.8802028709999,42.9536159130001,388,Town of Ballston,https://climatesmart.ny.gov/,Ballston,412000,Saratoga,Town,Registered,09/27/2023
-74.8015380419999,44.36784642,389,Town of Colton,https://climatesmart.ny.gov/,Colton,402800,St Lawrence,Town,Registered,09/29/2023
-78.749607537,42.7606360410001,390,Village of Orchard Park,https://climatesmart.ny.gov/,Orchard Park,146001,Erie,Village,Registered,09/27/2023
-74.388845472,41.2742776850001,391,Town of Warwick,https://climatesmart.ny.gov/,Warwick,335400,Orange,Town,Registered,11/17/2023
-76.0766589409999,44.2343495320001,392,Village of Clayton,https://climatesmart.ny.gov/,Clayton,223201,Jefferson,Village,Registered,12/05/2023
-79.0296408419999,42.637850466,393,Village of Angola,https://climatesmart.ny.gov/,Angola,144401,Erie,Village,Registered,10/24/2023
-78.878854238,42.7292366840001,394,Town of Hamburg,https://climatesmart.ny.gov/,Hamburg,144800,Erie,Town,Registered,07/26/2023
-73.9059167739999,41.8011203390001,395,Town of Hyde Park,https://climatesmart.ny.gov/,Hyde Park,133200,Dutchess,Town,Bronze Certified,03/23/2022
-75.962274216,42.1228957640001,396,Village of Johnson City,https://climatesmart.ny.gov/,Johnson City,034603,Broome,Village,Registered,05/03/2023
-73.901380333,43.041719535,397,Town of Milton,https://climatesmart.ny.gov/,Milton,414200,Saratoga,Town,Registered,11/08/2023
-74.280236614,41.8132432450001,398,Town of Rochester,https://climatesmart.ny.gov/,Rochester,514400,Ulster,Town,Registered,12/11/2020
-73.67878695,41.0199667690001,399,Town of Rye,https://climatesmart.ny.gov/,Rye,554800,Westchester,Town,Registered,05/15/2017
